iter	MultiClass
413	0.05468451975
414	0.05455716282
415	0.05440371786
416	0.05417204599
417	0.05397116874
418	0.05379897204
419	0.0537372285
420	0.05359862314
421	0.05345487552
422	0.05334267587
423	0.05305871917
424	0.05285704536
425	0.05269793968
426	0.05257252403
427	0.05249834897
428	0.05237813465
429	0.05222215273
430	0.05207592913
431	0.05198974255
432	0.05186747884
433	0.05171653653
434	0.0516247057
435	0.05152375109
436	0.051479374
437	0.05138344824
438	0.05123282239
439	0.0511179768
440	0.05099132554
441	0.05084059371
442	0.0507629873
443	0.0506289416
444	0.05050037902
445	0.05037799882
446	0.05024923112
447	0.05009545363
448	0.05001550185
449	0.04991423356
450	0.04979501469
451	0.04971272392
452	0.04957196512
453	0.04948594809
454	0.04937893317
455	0.04932545879
456	0.04924722559
457	0.04913903946
458	0.04901923914
459	0.04877864836
460	0.04869544246
461	0.04854580024
462	0.04840992382
463	0.04836586584
464	0.04823357693
465	0.04817124293
466	0.04802185148
467	0.04791002493
468	0.04763768046
469	0.04754990422
470	0.04749616659
471	0.04739091361
472	0.04731370514
473	0.04722182469
474	0.0470511856
475	0.04696454626
476	0.04682949592
477	0.04673659825
478	0.04659285627
479	0.046521481
480	0.04645803277
481	0.04632852088
482	0.04617233871
483	0.04603090193
484	0.04593750229
485	0.04586637577
486	0.04579937914
487	0.04571314109
488	0.04557115412
489	0.04549771658
490	0.04536725761
491	0.04531604831
492	0.04511571722
493	0.04494788643
494	0.04490404624
495	0.04472063396
496	0.04463778045
497	0.04457938701
498	0.0445061004
499	0.04438960605
500	0.04428422004
501	0.04419868712
502	0.04413967679
503	0.04399872566
504	0.04395792073
505	0.04384720025
506	0.04373709702
507	0.04366381102
508	0.04353730306
509	0.04341135971
510	0.043266639
511	0.04315812256
512	0.04305211538
513	0.04300436119
514	0.04290213178
515	0.04282063353
516	0.04278159152
517	0.04269202701
518	0.04264347993
519	0.04249999847
520	0.04236239832
521	0.04222224186
522	0.04215755718
523	0.04210722295
524	0.04205215918
525	0.0420045334
526	0.04193203028
527	0.0418571072
528	0.04180846749
529	0.0417060232
530	0.04159805694
531	0.04154893869
532	0.04148221312
533	0.0414137283
534	0.04128743359
535	0.04119360827
536	0.04110771171
537	0.04100127094
538	0.04089971544
539	0.0407716541
540	0.04068163997
541	0.04058146045
542	0.04051568909
543	0.04038036805
544	0.04030748453
545	0.04025251145
546	0.04018443322
547	0.0401204254
548	0.03998870553
549	0.03993361205
550	0.0398037092
551	0.0397264168
552	0.03967130006
553	0.03958418436
554	0.03952960527
555	0.03939936551
556	0.03931930841
557	0.03925356492
558	0.03919876496
559	0.03912803219
560	0.03899045905
561	0.03893861675
562	0.03887456496
563	0.03878281906
564	0.03874272816
565	0.03867517453
566	0.03858904832
567	0.03853467299
568	0.03843447007
569	0.03838466659
570	0.03830593248
571	0.03823397324
572	0.03816608422
573	0.03808724094
574	0.03804101822
575	0.03801011813
576	0.03794400626
577	0.03786077401
578	0.03780192198
579	0.03769383963
580	0.03759185329
581	0.03740508868
582	0.0373454883
583	0.03726184412
584	0.03719363962
585	0.03707551957
586	0.03699850904
587	0.03695757437
588	0.03683968241
589	0.03677664412
590	0.03659783443
591	0.03652161771
592	0.03648699874
593	0.03644498883
594	0.03638560262
595	0.03627647512
596	0.03623378353
597	0.03620323509
598	0.03616777941
599	0.03609246058
600	0.03603138578
601	0.03596859312
602	0.03591919261
603	0.03585099771
604	0.03576655612
605	0.03569884056
606	0.0356392525
607	0.03556193857
608	0.03547705896
609	0.03541865792
610	0.03536407784
611	0.03526816264
612	0.03514560175
613	0.03506742391
614	0.0350398909
615	0.03497980821
616	0.03492484789
617	0.03482836097
618	0.03470633969
619	0.03463661195
620	0.03454661066
621	0.03450308767
622	0.03444665003
623	0.03435460139
624	0.03431900705
625	0.03423328421
626	0.03420940455
627	0.03413767939
628	0.03407346796
629	0.03401719211
630	0.03392444014
631	0.03384033256
632	0.03375257561
633	0.03370841662
634	0.03369326777
635	0.03362875494
636	0.03358553484
637	0.03352502248
638	0.0334546811
639	0.0333981017
640	0.0333642234
641	0.03325856368
642	0.03322791067
643	0.03319724605
644	0.03315462249
645	0.03306444597
646	0.03300585059
647	0.03295881913
648	0.03292881129
649	0.03288470228
650	0.0328315075
651	0.03278957709
652	0.03271783185
653	0.03263065928
654	0.03257617138
655	0.03255294286
656	0.03253246023
657	0.03242955438
658	0.03236604869
659	0.03230382964
660	0.03224666313
661	0.03219935019
662	0.03211138249
663	0.03205874875
664	0.03197395803
665	0.03191998037
666	0.03189203667
667	0.03185284605
668	0.03182071929
669	0.03169705511
670	0.03165680607
671	0.03163482974
672	0.03160575462
673	0.03157731426
674	0.03150265371
675	0.03144187248
676	0.03139088021
677	0.03137772668
678	0.03133210295
679	0.03129188271
680	0.0312542935
681	0.03116388893
682	0.03109696483
683	0.0310690197
684	0.03103303954
685	0.03090390556
686	0.0308446837
687	0.03080639766
688	0.03071661634
689	0.03063652526
690	0.03057895975
691	0.03048700337
692	0.03046878586
693	0.03042673284
694	0.03040322839
695	0.03035594229
696	0.03028784937
697	0.03023943805
698	0.0302031587
699	0.03015378184
700	0.03010341397
701	0.02998928715
702	0.02997071124
703	0.02991468463
704	0.02988376529
705	0.02979599262
706	0.0297574578
707	0.02969584678
708	0.02965991493
709	0.02960522742
710	0.02956115568
711	0.02951986173
712	0.02943882981
713	0.02935507197
714	0.02931482252
715	0.0292733568
716	0.02923415918
717	0.0291745394
718	0.02916363377
719	0.02910374599
720	0.02905403186
721	0.02900484096
722	0.02894985764
723	0.02887350296
724	0.02882338556
725	0.0287271371
726	0.02865530819
727	0.02858338799
728	0.02851055933
729	0.0284572051
730	0.02842008009
731	0.02837822576
732	0.02834628743
733	0.02827505687
734	0.02824746203
735	0.02818553378
736	0.02814949606
737	0.02810489786
738	0.028060969
739	0.02802817656
740	0.02798642858
741	0.02794891199
742	0.0279174461
743	0.02787631688
744	0.02782458222
745	0.02778497901
746	0.02775303516
747	0.02770838706
748	0.02767376046
749	0.02763288979
750	0.02755444424
751	0.02749056738
752	0.02746501922
753	0.02740511018
754	0.02734843636
755	0.02731355169
756	0.02727104246
757	0.02721940073
758	0.02717747256
759	0.027113467
760	0.02708158024
761	0.02705592137
762	0.0269913494
763	0.02697134022
764	0.02693639809
765	0.02690117137
766	0.02686151391
767	0.02683618524
768	0.02678986027
769	0.02675504949
770	0.02672854899
771	0.02668736225
772	0.0266494649
773	0.02661872392
774	0.02657926114
775	0.0265447833
776	0.02647812821
777	0.02644255404
778	0.02640266039
779	0.02636725819
780	0.02632925169
781	0.02630564456
782	0.02625642084
783	0.02620233691
784	0.02615296836
785	0.02610897469
786	0.02608277275
787	0.02604327717
788	0.02602445961
789	0.02599159602
790	0.02596406326
791	0.02593438957
792	0.02589878247
793	0.02584676761
794	0.02579685348
795	0.0257439606
796	0.02563133532
797	0.02557888122
798	0.02554173322
799	0.0255119931
800	0.02549304923
801	0.02545617718
802	0.02541061656
803	0.02537637386
804	0.02533050599
805	0.0253114721
806	0.02527375232
807	0.02524755051
808	0.02523376373
809	0.02518561114
810	0.02515208244
811	0.02512109342
812	0.02509741588
813	0.02506175672
814	0.02504839202
815	0.02501519629
816	0.02498112218
817	0.02494481013
818	0.02490314939
819	0.02483738374
820	0.02482322041
821	0.02478525401
822	0.02473204136
823	0.02469622525
824	0.0246484359
825	0.02463283414
826	0.02458457025
827	0.02454778112
828	0.0245120102
829	0.0244754411
830	0.02446521689
831	0.02441742596
832	0.02438624528
833	0.02434137694
834	0.02430960767
835	0.02428565468
836	0.02426351062
837	0.0242273109
838	0.02420080902
839	0.02416771038
840	0.02411182191
841	0.02403267129
842	0.02400288471
843	0.02396465787
844	0.02391742586
845	0.02388238012
846	0.02385568891
847	0.02382575339
848	0.02379528508
849	0.02376843688
850	0.02375320256
851	0.0236856126
852	0.0236513107
853	0.02362475963
854	0.02360268426
855	0.0235673367
856	0.02354305891
857	0.0235083303
858	0.02348013508
859	0.02343668287
860	0.02340661922
861	0.0233706789
862	0.02333268056
863	0.02331624012
864	0.02328624289
865	0.02324877822
866	0.02322030638
867	0.02318845998
868	0.0231762351
869	0.02314429098
870	0.02312634743
871	0.02309894035
872	0.02305373243
873	0.02299547527
874	0.02298036871
875	0.02295560189
876	0.02291454593
877	0.02288777053
878	0.02286420289
879	0.02282738459
880	0.02277700176
881	0.02273025195
882	0.02269821877
883	0.0226579396
884	0.02263592645
885	0.02259469004
886	0.02254799543
887	0.02250264731
888	0.02247970842
889	0.02245043791
890	0.02239524625
891	0.02236400128
892	0.02233172094
893	0.0222914016
894	0.02221196258
895	0.0221864638
896	0.02214363177
897	0.0220964311
898	0.02209277197
899	0.02203818617
900	0.02202615119
901	0.02197504496
902	0.02194850183
903	0.02192812021
904	0.02188790993
905	0.02185918307
906	0.02182071076
907	0.02178961273
908	0.02173926707
909	0.02169114821
910	0.02167057517
911	0.02164752347
912	0.02162098284
913	0.02158544331
914	0.02155347632
915	0.02152365876
916	0.02149797501
917	0.02146277347
918	0.02142608289
919	0.0213777736
920	0.02135232904
921	0.02131158609
922	0.02129471703
923	0.02126301197
924	0.02121551243
925	0.02116508623
926	0.02113789182
927	0.02110654738
928	0.02107633062
929	0.0210665723
930	0.02104785844
931	0.0210358729
932	0.02101161937
933	0.02099780565
934	0.02097544028
935	0.02093387503
936	0.0209155977
937	0.02090061836
938	0.02086821844
939	0.02084336635
940	0.02080746211
941	0.02078424708
942	0.02074343972
943	0.02071085199
944	0.02068303142
945	0.02065300309
946	0.02063412837
947	0.02061286141
948	0.02059787641
949	0.02057564199
950	0.02055182102
951	0.02051153219
952	0.02049747714
953	0.02046560619
954	0.02044941369
955	0.02042607815
956	0.02036249223
957	0.02033635806
958	0.02031277619
959	0.02029054321
960	0.02026856738
961	0.02024569182
962	0.02022003295
963	0.0201820944
964	0.02016260869
965	0.02012363078
966	0.02009183854
967	0.02006413566
968	0.020040483
969	0.01999904347
970	0.01995394427
971	0.01993534002
972	0.01991076391
973	0.01988445678
974	0.01985331369
975	0.01982472734
976	0.01979981495
977	0.01977739686
978	0.01975195561
979	0.01971365241
980	0.01967495944
981	0.01966376541
982	0.01963297403
983	0.0196179536
984	0.01960277309
985	0.01957152697
986	0.0195535154
987	0.01953006763
988	0.01951553237
989	0.01948472288
990	0.01946816587
991	0.01944830817
992	0.0194008868
993	0.01937868452
994	0.01936207397
995	0.01933309527
996	0.01930572107
997	0.01927456968
998	0.01925155409
999	0.01923162892
